strategy,scenario,municipalities,capacity_margin,iso_code,id
Hybrid,Scenario 1 (30 Mbps),Leiderdorp,5654.231684,NLD,Leiderdorp
Small Cells,Scenario 1 (30 Mbps),Leiderdorp,5184.269072,NLD,Leiderdorp
Spectrum Integration,Scenario 1 (30 Mbps),Leiderdorp,-1388.374548,NLD,Leiderdorp
Hybrid,Scenario 2 (100 Mbps),Leiderdorp,0.0,NLD,Leiderdorp
Small Cells,Scenario 2 (100 Mbps),Leiderdorp,0.0,NLD,Leiderdorp
Spectrum Integration,Scenario 2 (100 Mbps),Leiderdorp,-8653.771428,NLD,Leiderdorp
Hybrid,Scenario 3 (300 Mbps),Leiderdorp,5.36e-12,NLD,Leiderdorp
Small Cells,Scenario 3 (300 Mbps),Leiderdorp,0.0,NLD,Leiderdorp
Spectrum Integration,Scenario 3 (300 Mbps),Leiderdorp,-29412.04823,NLD,Leiderdorp
Hybrid,Scenario 1 (30 Mbps),Leidschendam-Voorburg,34102.4863,NLD,Leidschendam-Voorburg
Small Cells,Scenario 1 (30 Mbps),Leidschendam-Voorburg,32464.89959,NLD,Leidschendam-Voorburg
Spectrum Integration,Scenario 1 (30 Mbps),Leidschendam-Voorburg,-5527.094526,NLD,Leidschendam-Voorburg
Hybrid,Scenario 2 (100 Mbps),Leidschendam-Voorburg,23131.60118,NLD,Leidschendam-Voorburg
Small Cells,Scenario 2 (100 Mbps),Leidschendam-Voorburg,22976.48219,NLD,Leidschendam-Voorburg
Spectrum Integration,Scenario 2 (100 Mbps),Leidschendam-Voorburg,-32463.34345,NLD,Leidschendam-Voorburg
Hybrid,Scenario 3 (300 Mbps),Leidschendam-Voorburg,16207.04919,NLD,Leidschendam-Voorburg
Small Cells,Scenario 3 (300 Mbps),Leidschendam-Voorburg,16051.9302,NLD,Leidschendam-Voorburg
Spectrum Integration,Scenario 3 (300 Mbps),Leidschendam-Voorburg,-109424.0546,NLD,Leidschendam-Voorburg
Hybrid,Scenario 1 (30 Mbps),Lelystad,8740.673062,NLD,Lelystad
Small Cells,Scenario 1 (30 Mbps),Lelystad,7054.817854,NLD,Lelystad
Spectrum Integration,Scenario 1 (30 Mbps),Lelystad,-7015.666302,NLD,Lelystad
Hybrid,Scenario 2 (100 Mbps),Lelystad,64844.1646,NLD,Lelystad
Small Cells,Scenario 2 (100 Mbps),Lelystad,62510.2251,NLD,Lelystad
Spectrum Integration,Scenario 2 (100 Mbps),Lelystad,-41511.12611,NLD,Lelystad
Hybrid,Scenario 3 (300 Mbps),Lelystad,-35565.9614,NLD,Lelystad
Small Cells,Scenario 3 (300 Mbps),Lelystad,-37899.9009,NLD,Lelystad
Spectrum Integration,Scenario 3 (300 Mbps),Lelystad,-141921.2521,NLD,Lelystad
Hybrid,Scenario 1 (30 Mbps),Leudal,112374.5727,NLD,Leudal
Small Cells,Scenario 1 (30 Mbps),Leudal,111592.4314,NLD,Leudal
Spectrum Integration,Scenario 1 (30 Mbps),Leudal,-2216.986344,NLD,Leudal
Hybrid,Scenario 2 (100 Mbps),Leudal,179154.0035,NLD,Leudal
Small Cells,Scenario 2 (100 Mbps),Leudal,177786.964,NLD,Leudal
Spectrum Integration,Scenario 2 (100 Mbps),Leudal,-17203.40753,NLD,Leudal
Hybrid,Scenario 3 (300 Mbps),Leudal,134664.5195,NLD,Leudal
Small Cells,Scenario 3 (300 Mbps),Leudal,133297.48,NLD,Leudal
Spectrum Integration,Scenario 3 (300 Mbps),Leudal,-61692.89153,NLD,Leudal
Hybrid,Scenario 1 (30 Mbps),Leusden,52404.7299,NLD,Leusden
Small Cells,Scenario 1 (30 Mbps),Leusden,51722.22608,NLD,Leusden
Spectrum Integration,Scenario 1 (30 Mbps),Leusden,-3219.922704,NLD,Leusden
Hybrid,Scenario 2 (100 Mbps),Leusden,43406.84136,NLD,Leusden
Small Cells,Scenario 2 (100 Mbps),Leusden,42732.57184,NLD,Leusden
Spectrum Integration,Scenario 2 (100 Mbps),Leusden,-16770.90034,NLD,Leusden
Hybrid,Scenario 3 (300 Mbps),Leusden,23243.31912,NLD,Leusden
Small Cells,Scenario 3 (300 Mbps),Leusden,23026.72177,NLD,Leusden
Spectrum Integration,Scenario 3 (300 Mbps),Leusden,-55578.24514,NLD,Leusden
Hybrid,Scenario 1 (30 Mbps),Lingewaal,10561.2549,NLD,Lingewaal
Small Cells,Scenario 1 (30 Mbps),Lingewaal,10415.52843,NLD,Lingewaal
Spectrum Integration,Scenario 1 (30 Mbps),Lingewaal,-420.436176,NLD,Lingewaal
Hybrid,Scenario 2 (100 Mbps),Lingewaal,64035.84929,NLD,Lingewaal
Small Cells,Scenario 2 (100 Mbps),Lingewaal,63475.99781,NLD,Lingewaal
Spectrum Integration,Scenario 2 (100 Mbps),Lingewaal,-4838.452326,NLD,Lingewaal
Hybrid,Scenario 3 (300 Mbps),Lingewaal,53253.84749,NLD,Lingewaal
Small Cells,Scenario 3 (300 Mbps),Lingewaal,52775.96715,NLD,Lingewaal
Spectrum Integration,Scenario 3 (300 Mbps),Lingewaal,-18644.56993,NLD,Lingewaal
Hybrid,Scenario 1 (30 Mbps),Lingewaard,77134.63308,NLD,Lingewaard
Small Cells,Scenario 1 (30 Mbps),Lingewaard,75935.76555,NLD,Lingewaard
Spectrum Integration,Scenario 1 (30 Mbps),Lingewaard,-5466.782373,NLD,Lingewaard
Hybrid,Scenario 2 (100 Mbps),Lingewaard,54780.75473,NLD,Lingewaard
Small Cells,Scenario 2 (100 Mbps),Lingewaard,53788.98937,NLD,Lingewaard
Spectrum Integration,Scenario 2 (100 Mbps),Lingewaard,-28530.66573,NLD,Lingewaard
Hybrid,Scenario 3 (300 Mbps),Lingewaard,20208.50954,NLD,Lingewaard
Small Cells,Scenario 3 (300 Mbps),Lingewaard,19817.86584,NLD,Lingewaard
Spectrum Integration,Scenario 3 (300 Mbps),Lingewaard,-94427.47533,NLD,Lingewaard
Hybrid,Scenario 1 (30 Mbps),"Lingewaard,Nijmegen",11.18448,NLD,"Lingewaard,Nijmegen"
Small Cells,Scenario 1 (30 Mbps),"Lingewaard,Nijmegen",11.18448,NLD,"Lingewaard,Nijmegen"
Spectrum Integration,Scenario 1 (30 Mbps),"Lingewaard,Nijmegen",11.18448,NLD,"Lingewaard,Nijmegen"
Hybrid,Scenario 2 (100 Mbps),"Lingewaard,Nijmegen",2104.852919,NLD,"Lingewaard,Nijmegen"
Small Cells,Scenario 2 (100 Mbps),"Lingewaard,Nijmegen",2089.483331,NLD,"Lingewaard,Nijmegen"
Spectrum Integration,Scenario 2 (100 Mbps),"Lingewaard,Nijmegen",-43.738812,NLD,"Lingewaard,Nijmegen"
Hybrid,Scenario 3 (300 Mbps),"Lingewaard,Nijmegen",1904.016119,NLD,"Lingewaard,Nijmegen"
Small Cells,Scenario 3 (300 Mbps),"Lingewaard,Nijmegen",1888.646531,NLD,"Lingewaard,Nijmegen"
Spectrum Integration,Scenario 3 (300 Mbps),"Lingewaard,Nijmegen",-244.575612,NLD,"Lingewaard,Nijmegen"
Hybrid,Scenario 1 (30 Mbps),Lisse,16061.35367,NLD,Lisse
Small Cells,Scenario 1 (30 Mbps),Lisse,15501.37818,NLD,Lisse
Spectrum Integration,Scenario 1 (30 Mbps),Lisse,-2559.774672,NLD,Lisse
Hybrid,Scenario 2 (100 Mbps),Lisse,7661.367365,NLD,Lisse
Small Cells,Scenario 2 (100 Mbps),Lisse,7356.252581,NLD,Lisse
Spectrum Integration,Scenario 2 (100 Mbps),Lisse,-13342.03651,NLD,Lisse
Hybrid,Scenario 3 (300 Mbps),Lisse,7.27e-13,NLD,Lisse
Small Cells,Scenario 3 (300 Mbps),Lisse,0.0,NLD,Lisse
Spectrum Integration,Scenario 3 (300 Mbps),Lisse,-44148.49891,NLD,Lisse
Hybrid,Scenario 1 (30 Mbps),Littenseradiel,-513.60735,NLD,Littenseradiel
Small Cells,Scenario 1 (30 Mbps),Littenseradiel,-907.56585,NLD,Littenseradiel
Spectrum Integration,Scenario 1 (30 Mbps),Littenseradiel,-513.60735,NLD,Littenseradiel
Hybrid,Scenario 2 (100 Mbps),Littenseradiel,-5163.72975,NLD,Littenseradiel
Small Cells,Scenario 2 (100 Mbps),Littenseradiel,-5557.68825,NLD,Littenseradiel
Spectrum Integration,Scenario 2 (100 Mbps),Littenseradiel,-5163.72975,NLD,Littenseradiel
Hybrid,Scenario 3 (300 Mbps),Littenseradiel,-18449.79375,NLD,Littenseradiel
Small Cells,Scenario 3 (300 Mbps),Littenseradiel,-18843.75225,NLD,Littenseradiel
Spectrum Integration,Scenario 3 (300 Mbps),Littenseradiel,-18449.79375,NLD,Littenseradiel
Hybrid,Scenario 1 (30 Mbps),Lochem,44103.70875,NLD,Lochem
Small Cells,Scenario 1 (30 Mbps),Lochem,43697.36991,NLD,Lochem
Spectrum Integration,Scenario 1 (30 Mbps),Lochem,-181.15416,NLD,Lochem
Hybrid,Scenario 2 (100 Mbps),Lochem,246579.4134,NLD,Lochem
Small Cells,Scenario 2 (100 Mbps),Lochem,244801.6644,NLD,Lochem
Spectrum Integration,Scenario 2 (100 Mbps),Lochem,-12116.16923,NLD,Lochem
Hybrid,Scenario 3 (300 Mbps),Lochem,215261.5303,NLD,Lochem
Small Cells,Scenario 3 (300 Mbps),Lochem,213483.7812,NLD,Lochem
Spectrum Integration,Scenario 3 (300 Mbps),Lochem,-50563.61003,NLD,Lochem
Hybrid,Scenario 1 (30 Mbps),Loon op Zand,46831.03191,NLD,Loon op Zand
Small Cells,Scenario 1 (30 Mbps),Loon op Zand,46289.16691,NLD,Loon op Zand
Spectrum Integration,Scenario 1 (30 Mbps),Loon op Zand,-2109.113088,NLD,Loon op Zand
Hybrid,Scenario 2 (100 Mbps),Loon op Zand,49548.93197,NLD,Loon op Zand
Small Cells,Scenario 2 (100 Mbps),Loon op Zand,49004.45008,NLD,Loon op Zand
Spectrum Integration,Scenario 2 (100 Mbps),Loon op Zand,-12135.81575,NLD,Loon op Zand
Hybrid,Scenario 3 (300 Mbps),Loon op Zand,24548.53757,NLD,Loon op Zand
Small Cells,Scenario 3 (300 Mbps),Loon op Zand,24004.05568,NLD,Loon op Zand
Spectrum Integration,Scenario 3 (300 Mbps),Loon op Zand,-41025.05975,NLD,Loon op Zand
Hybrid,Scenario 1 (30 Mbps),Lopik,42801.0776,NLD,Lopik
Small Cells,Scenario 1 (30 Mbps),Lopik,42539.36767,NLD,Lopik
Spectrum Integration,Scenario 1 (30 Mbps),Lopik,-528.855651,NLD,Lopik
Hybrid,Scenario 2 (100 Mbps),Lopik,88936.82874,NLD,Lopik
Small Cells,Scenario 2 (100 Mbps),Lopik,88306.2487,NLD,Lopik
Spectrum Integration,Scenario 2 (100 Mbps),Lopik,-5959.306059,NLD,Lopik
Hybrid,Scenario 3 (300 Mbps),Lopik,72367.34155,NLD,Lopik
Small Cells,Scenario 3 (300 Mbps),Lopik,71736.76151,NLD,Lopik
Spectrum Integration,Scenario 3 (300 Mbps),Lopik,-22528.79326,NLD,Lopik
Hybrid,Scenario 1 (30 Mbps),Loppersum,-450.87945,NLD,Loppersum
Small Cells,Scenario 1 (30 Mbps),Loppersum,-777.91707,NLD,Loppersum
Spectrum Integration,Scenario 1 (30 Mbps),Loppersum,-450.87945,NLD,Loppersum
Hybrid,Scenario 2 (100 Mbps),Loppersum,-4368.30303,NLD,Loppersum
Small Cells,Scenario 2 (100 Mbps),Loppersum,-4695.34065,NLD,Loppersum
Spectrum Integration,Scenario 2 (100 Mbps),Loppersum,-4368.30303,NLD,Loppersum
Hybrid,Scenario 3 (300 Mbps),Loppersum,-15560.94183,NLD,Loppersum
Small Cells,Scenario 3 (300 Mbps),Loppersum,-15887.97945,NLD,Loppersum
Spectrum Integration,Scenario 3 (300 Mbps),Loppersum,-15560.94183,NLD,Loppersum
Hybrid,Scenario 1 (30 Mbps),Losser,25401.98025,NLD,Losser
Small Cells,Scenario 1 (30 Mbps),Losser,25151.51289,NLD,Losser
Spectrum Integration,Scenario 1 (30 Mbps),Losser,-858.58536,NLD,Losser
Hybrid,Scenario 2 (100 Mbps),Losser,52601.55558,NLD,Losser
Small Cells,Scenario 2 (100 Mbps),Losser,52117.9828,NLD,Losser
Spectrum Integration,Scenario 2 (100 Mbps),Losser,-6245.984622,NLD,Losser
Hybrid,Scenario 3 (300 Mbps),Losser,36542.97078,NLD,Losser
Small Cells,Scenario 3 (300 Mbps),Losser,36059.398,NLD,Losser
Spectrum Integration,Scenario 3 (300 Mbps),Losser,-22304.56942,NLD,Losser
Hybrid,Scenario 1 (30 Mbps),"Losser,Oldenzaal",256.62168,NLD,"Losser,Oldenzaal"
Small Cells,Scenario 1 (30 Mbps),"Losser,Oldenzaal",256.62168,NLD,"Losser,Oldenzaal"
Spectrum Integration,Scenario 1 (30 Mbps),"Losser,Oldenzaal",256.62168,NLD,"Losser,Oldenzaal"
Hybrid,Scenario 2 (100 Mbps),"Losser,Oldenzaal",48294.68087,NLD,"Losser,Oldenzaal"
Small Cells,Scenario 2 (100 Mbps),"Losser,Oldenzaal",47942.03421,NLD,"Losser,Oldenzaal"
Spectrum Integration,Scenario 2 (100 Mbps),"Losser,Oldenzaal",-1003.562742,NLD,"Losser,Oldenzaal"
Hybrid,Scenario 3 (300 Mbps),"Losser,Oldenzaal",43686.59207,NLD,"Losser,Oldenzaal"
Small Cells,Scenario 3 (300 Mbps),"Losser,Oldenzaal",43333.94541,NLD,"Losser,Oldenzaal"
Spectrum Integration,Scenario 3 (300 Mbps),"Losser,Oldenzaal",-5611.651542,NLD,"Losser,Oldenzaal"
Hybrid,Scenario 1 (30 Mbps),Maasdriel,47568.04455,NLD,Maasdriel
Small Cells,Scenario 1 (30 Mbps),Maasdriel,46985.85025,NLD,Maasdriel
Spectrum Integration,Scenario 1 (30 Mbps),Maasdriel,-2565.762519,NLD,Maasdriel
Hybrid,Scenario 2 (100 Mbps),Maasdriel,76200.04476,NLD,Maasdriel
Small Cells,Scenario 2 (100 Mbps),Maasdriel,75323.26669,NLD,Maasdriel
Spectrum Integration,Scenario 2 (100 Mbps),Maasdriel,-15115.10383,NLD,Maasdriel
Hybrid,Scenario 3 (300 Mbps),Maasdriel,51935.59203,NLD,Maasdriel
Small Cells,Scenario 3 (300 Mbps),Maasdriel,51395.80641,NLD,Maasdriel
Spectrum Integration,Scenario 3 (300 Mbps),Maasdriel,-51812.03263,NLD,Maasdriel
Hybrid,Scenario 1 (30 Mbps),Maasgouw,68504.87556,NLD,Maasgouw
Small Cells,Scenario 1 (30 Mbps),Maasgouw,67853.3758,NLD,Maasgouw
Spectrum Integration,Scenario 1 (30 Mbps),Maasgouw,-2756.750202,NLD,Maasgouw
Hybrid,Scenario 2 (100 Mbps),Maasgouw,56466.42732,NLD,Maasgouw
Small Cells,Scenario 2 (100 Mbps),Maasgouw,55814.92756,NLD,Maasgouw
Spectrum Integration,Scenario 2 (100 Mbps),Maasgouw,-14795.19844,NLD,Maasgouw
Hybrid,Scenario 3 (300 Mbps),Maasgouw,30387.17938,NLD,Maasgouw
Small Cells,Scenario 3 (300 Mbps),Maasgouw,29961.10025,NLD,Maasgouw
Spectrum Integration,Scenario 3 (300 Mbps),Maasgouw,-49190.76484,NLD,Maasgouw
Hybrid,Scenario 1 (30 Mbps),Maassluis,8110.838731,NLD,Maassluis
Small Cells,Scenario 1 (30 Mbps),Maassluis,7396.888236,NLD,Maassluis
Spectrum Integration,Scenario 1 (30 Mbps),Maassluis,-3228.950964,NLD,Maassluis
Hybrid,Scenario 2 (100 Mbps),Maassluis,2663.659219,NLD,Maassluis
Small Cells,Scenario 2 (100 Mbps),Maassluis,2607.019441,NLD,Maassluis
Spectrum Integration,Scenario 2 (100 Mbps),Maassluis,-18543.08875,NLD,Maassluis
Hybrid,Scenario 3 (300 Mbps),Maassluis,1375.122753,NLD,Maassluis
Small Cells,Scenario 3 (300 Mbps),Maassluis,1364.022495,NLD,Maassluis
Spectrum Integration,Scenario 3 (300 Mbps),Maassluis,-62329.48315,NLD,Maassluis
Hybrid,Scenario 1 (30 Mbps),Maastricht,59594.98704,NLD,Maastricht
Small Cells,Scenario 1 (30 Mbps),Maastricht,57025.51483,NLD,Maastricht
Spectrum Integration,Scenario 1 (30 Mbps),Maastricht,-10950.44148,NLD,Maastricht
Hybrid,Scenario 2 (100 Mbps),Maastricht,28233.69955,NLD,Maastricht
Small Cells,Scenario 2 (100 Mbps),Maastricht,27359.34076,NLD,Maastricht
Spectrum Integration,Scenario 2 (100 Mbps),Maastricht,-59752.52208,NLD,Maastricht
Hybrid,Scenario 3 (300 Mbps),Maastricht,3344.898751,NLD,Maastricht
Small Cells,Scenario 3 (300 Mbps),Maastricht,3235.603903,NLD,Maastricht
Spectrum Integration,Scenario 3 (300 Mbps),Maastricht,-199187.0381,NLD,Maastricht
Hybrid,Scenario 1 (30 Mbps),Marum,-947.58621,NLD,Marum
Small Cells,Scenario 1 (30 Mbps),Marum,-1193.81895,NLD,Marum
Spectrum Integration,Scenario 1 (30 Mbps),Marum,-947.58621,NLD,Marum
Hybrid,Scenario 2 (100 Mbps),Marum,-5316.01251,NLD,Marum
Small Cells,Scenario 2 (100 Mbps),Marum,-5562.24525,NLD,Marum
Spectrum Integration,Scenario 2 (100 Mbps),Marum,-5316.01251,NLD,Marum
Hybrid,Scenario 3 (300 Mbps),Marum,-17797.23051,NLD,Marum
Small Cells,Scenario 3 (300 Mbps),Marum,-18043.46325,NLD,Marum
Spectrum Integration,Scenario 3 (300 Mbps),Marum,-17797.23051,NLD,Marum
Hybrid,Scenario 1 (30 Mbps),Medemblik,-4144.23213,NLD,Medemblik
Small Cells,Scenario 1 (30 Mbps),Medemblik,-4996.91799,NLD,Medemblik
Spectrum Integration,Scenario 1 (30 Mbps),Medemblik,-4144.23213,NLD,Medemblik
Hybrid,Scenario 2 (100 Mbps),Medemblik,-21284.99619,NLD,Medemblik
Small Cells,Scenario 2 (100 Mbps),Medemblik,-22137.68205,NLD,Medemblik
Spectrum Integration,Scenario 2 (100 Mbps),Medemblik,-21284.99619,NLD,Medemblik
Hybrid,Scenario 3 (300 Mbps),Medemblik,-70258.60779,NLD,Medemblik
Small Cells,Scenario 3 (300 Mbps),Medemblik,-71111.29365,NLD,Medemblik
Spectrum Integration,Scenario 3 (300 Mbps),Medemblik,-70258.60779,NLD,Medemblik
Hybrid,Scenario 1 (30 Mbps),Meerssen,32214.45767,NLD,Meerssen
Small Cells,Scenario 1 (30 Mbps),Meerssen,31760.05865,NLD,Meerssen
Spectrum Integration,Scenario 1 (30 Mbps),Meerssen,-2282.376237,NLD,Meerssen
Hybrid,Scenario 2 (100 Mbps),Meerssen,22978.89624,NLD,Meerssen
Small Cells,Scenario 2 (100 Mbps),Meerssen,22524.49721,NLD,Meerssen
Spectrum Integration,Scenario 2 (100 Mbps),Meerssen,-11517.93768,NLD,Meerssen
Hybrid,Scenario 3 (300 Mbps),Meerssen,8268.024957,NLD,Meerssen
Small Cells,Scenario 3 (300 Mbps),Meerssen,8130.125598,NLD,Meerssen
Spectrum Integration,Scenario 3 (300 Mbps),Meerssen,-37905.25608,NLD,Meerssen
Hybrid,Scenario 1 (30 Mbps),Meierijstad,151105.5522,NLD,Meierijstad
Small Cells,Scenario 1 (30 Mbps),Meierijstad,149466.7131,NLD,Meierijstad
Spectrum Integration,Scenario 1 (30 Mbps),Meierijstad,-6338.475225,NLD,Meierijstad
Hybrid,Scenario 2 (100 Mbps),Meierijstad,188025.141,NLD,Meierijstad
Small Cells,Scenario 2 (100 Mbps),Meierijstad,186148.7704,NLD,Meierijstad
Spectrum Integration,Scenario 2 (100 Mbps),Meierijstad,-37697.78705,NLD,Meierijstad
Hybrid,Scenario 3 (300 Mbps),Meierijstad,123224.304,NLD,Meierijstad
Small Cells,Scenario 3 (300 Mbps),Meierijstad,121757.7891,NLD,Meierijstad
Spectrum Integration,Scenario 3 (300 Mbps),Meierijstad,-128637.6102,NLD,Meierijstad
Hybrid,Scenario 1 (30 Mbps),Menameradiel,-1419.52026,NLD,Menameradiel
Small Cells,Scenario 1 (30 Mbps),Menameradiel,-1721.6361,NLD,Menameradiel
Spectrum Integration,Scenario 1 (30 Mbps),Menameradiel,-1419.52026,NLD,Menameradiel
Hybrid,Scenario 2 (100 Mbps),Menameradiel,-7378.75116,NLD,Menameradiel
Small Cells,Scenario 2 (100 Mbps),Menameradiel,-7680.867,NLD,Menameradiel
Spectrum Integration,Scenario 2 (100 Mbps),Menameradiel,-7378.75116,NLD,Menameradiel
Hybrid,Scenario 3 (300 Mbps),Menameradiel,-24405.12516,NLD,Menameradiel
Small Cells,Scenario 3 (300 Mbps),Menameradiel,-24707.241,NLD,Menameradiel
Spectrum Integration,Scenario 3 (300 Mbps),Menameradiel,-24405.12516,NLD,Menameradiel
Hybrid,Scenario 1 (30 Mbps),Menterwolde,-676.90794,NLD,Menterwolde
Small Cells,Scenario 1 (30 Mbps),Menterwolde,-987.7707,NLD,Menterwolde
Spectrum Integration,Scenario 1 (30 Mbps),Menterwolde,-676.90794,NLD,Menterwolde
Hybrid,Scenario 2 (100 Mbps),Menterwolde,-4980.01374,NLD,Menterwolde
Small Cells,Scenario 2 (100 Mbps),Menterwolde,-5290.8765,NLD,Menterwolde
Spectrum Integration,Scenario 2 (100 Mbps),Menterwolde,-4980.01374,NLD,Menterwolde
Hybrid,Scenario 3 (300 Mbps),Menterwolde,-17274.60174,NLD,Menterwolde
Small Cells,Scenario 3 (300 Mbps),Menterwolde,-17585.4645,NLD,Menterwolde
Spectrum Integration,Scenario 3 (300 Mbps),Menterwolde,-17274.60174,NLD,Menterwolde
Hybrid,Scenario 1 (30 Mbps),Meppel,-3147.51264,NLD,Meppel
Small Cells,Scenario 1 (30 Mbps),Meppel,-3820.92708,NLD,Meppel
Spectrum Integration,Scenario 1 (30 Mbps),Meppel,-3147.51264,NLD,Meppel
Hybrid,Scenario 2 (100 Mbps),Meppel,-16376.92968,NLD,Meppel
Small Cells,Scenario 2 (100 Mbps),Meppel,-17050.34412,NLD,Meppel
Spectrum Integration,Scenario 2 (100 Mbps),Meppel,-16376.92968,NLD,Meppel
Hybrid,Scenario 3 (300 Mbps),Meppel,-54175.26408,NLD,Meppel
Small Cells,Scenario 3 (300 Mbps),Meppel,-54848.67852,NLD,Meppel
Spectrum Integration,Scenario 3 (300 Mbps),Meppel,-54175.26408,NLD,Meppel
Hybrid,Scenario 1 (30 Mbps),Middelburg,42740.60816,NLD,Middelburg
Small Cells,Scenario 1 (30 Mbps),Middelburg,41632.20538,NLD,Middelburg
Spectrum Integration,Scenario 1 (30 Mbps),Middelburg,-4289.677515,NLD,Middelburg
Hybrid,Scenario 2 (100 Mbps),Middelburg,40179.67894,NLD,Middelburg
Small Cells,Scenario 2 (100 Mbps),Middelburg,39593.49993,NLD,Middelburg
Spectrum Integration,Scenario 2 (100 Mbps),Middelburg,-24335.52502,NLD,Middelburg
Hybrid,Scenario 3 (300 Mbps),Middelburg,24388.44086,NLD,Middelburg
Small Cells,Scenario 3 (300 Mbps),Middelburg,24173.40894,NLD,Middelburg
Spectrum Integration,Scenario 3 (300 Mbps),Middelburg,-81892.37062,NLD,Middelburg
Hybrid,Scenario 1 (30 Mbps),Midden-Delfland,28273.35165,NLD,Midden-Delfland
Small Cells,Scenario 1 (30 Mbps),Midden-Delfland,28027.72286,NLD,Midden-Delfland
Spectrum Integration,Scenario 1 (30 Mbps),Midden-Delfland,-852.002934,NLD,Midden-Delfland
Hybrid,Scenario 2 (100 Mbps),Midden-Delfland,53692.07981,NLD,Midden-Delfland
Small Cells,Scenario 2 (100 Mbps),Midden-Delfland,53227.00746,NLD,Midden-Delfland
Spectrum Integration,Scenario 2 (100 Mbps),Midden-Delfland,-6110.390052,NLD,Midden-Delfland
Hybrid,Scenario 3 (300 Mbps),Midden-Delfland,41905.28298,NLD,Midden-Delfland
Small Cells,Scenario 3 (300 Mbps),Midden-Delfland,41544.95153,NLD,Midden-Delfland
Spectrum Integration,Scenario 3 (300 Mbps),Midden-Delfland,-21761.33485,NLD,Midden-Delfland
Hybrid,Scenario 1 (30 Mbps),"Midden-Delfland,Rotterdam",39.14568,NLD,"Midden-Delfland,Rotterdam"
Small Cells,Scenario 1 (30 Mbps),"Midden-Delfland,Rotterdam",39.14568,NLD,"Midden-Delfland,Rotterdam"
Spectrum Integration,Scenario 1 (30 Mbps),"Midden-Delfland,Rotterdam",39.14568,NLD,"Midden-Delfland,Rotterdam"
Hybrid,Scenario 2 (100 Mbps),"Midden-Delfland,Rotterdam",7366.985218,NLD,"Midden-Delfland,Rotterdam"
Small Cells,Scenario 2 (100 Mbps),"Midden-Delfland,Rotterdam",7313.19166,NLD,"Midden-Delfland,Rotterdam"
Spectrum Integration,Scenario 2 (100 Mbps),"Midden-Delfland,Rotterdam",-153.085842,NLD,"Midden-Delfland,Rotterdam"
Hybrid,Scenario 3 (300 Mbps),"Midden-Delfland,Rotterdam",6664.056418,NLD,"Midden-Delfland,Rotterdam"
Small Cells,Scenario 3 (300 Mbps),"Midden-Delfland,Rotterdam",6610.26286,NLD,"Midden-Delfland,Rotterdam"
Spectrum Integration,Scenario 3 (300 Mbps),"Midden-Delfland,Rotterdam",-856.014642,NLD,"Midden-Delfland,Rotterdam"
Hybrid,Scenario 1 (30 Mbps),Midden-Drenthe,-1574.0958,NLD,Midden-Drenthe
Small Cells,Scenario 1 (30 Mbps),Midden-Drenthe,-2792.4168,NLD,Midden-Drenthe
Spectrum Integration,Scenario 1 (30 Mbps),Midden-Drenthe,-1574.0958,NLD,Midden-Drenthe
Hybrid,Scenario 2 (100 Mbps),Midden-Drenthe,-15918.03912,NLD,Midden-Drenthe
Small Cells,Scenario 2 (100 Mbps),Midden-Drenthe,-17136.36012,NLD,Midden-Drenthe
Spectrum Integration,Scenario 2 (100 Mbps),Midden-Drenthe,-15918.03912,NLD,Midden-Drenthe
Hybrid,Scenario 3 (300 Mbps),Midden-Drenthe,-56900.73432,NLD,Midden-Drenthe
Small Cells,Scenario 3 (300 Mbps),Midden-Drenthe,-58119.05532,NLD,Midden-Drenthe
Spectrum Integration,Scenario 3 (300 Mbps),Midden-Drenthe,-56900.73432,NLD,Midden-Drenthe
Hybrid,Scenario 1 (30 Mbps),Mill en Sint Hubert,23999.37281,NLD,Mill en Sint Hubert
Small Cells,Scenario 1 (30 Mbps),Mill en Sint Hubert,23854.92714,NLD,Mill en Sint Hubert
Spectrum Integration,Scenario 1 (30 Mbps),Mill en Sint Hubert,-231.967275,NLD,Mill en Sint Hubert
Hybrid,Scenario 2 (100 Mbps),Mill en Sint Hubert,59661.20234,NLD,Mill en Sint Hubert
Small Cells,Scenario 2 (100 Mbps),Mill en Sint Hubert,59238.39636,NLD,Mill en Sint Hubert
Spectrum Integration,Scenario 2 (100 Mbps),Mill en Sint Hubert,-3483.521319,NLD,Mill en Sint Hubert
Hybrid,Scenario 3 (300 Mbps),Mill en Sint Hubert,49575.73275,NLD,Mill en Sint Hubert
Small Cells,Scenario 3 (300 Mbps),Mill en Sint Hubert,49152.92677,NLD,Mill en Sint Hubert
Spectrum Integration,Scenario 3 (300 Mbps),Mill en Sint Hubert,-13568.99092,NLD,Mill en Sint Hubert
Hybrid,Scenario 1 (30 Mbps),Moerdijk,99496.01974,NLD,Moerdijk
Small Cells,Scenario 1 (30 Mbps),Moerdijk,98603.16053,NLD,Moerdijk
Spectrum Integration,Scenario 1 (30 Mbps),Moerdijk,-3278.284746,NLD,Moerdijk
Hybrid,Scenario 2 (100 Mbps),Moerdijk,170886.9358,NLD,Moerdijk
Small Cells,Scenario 2 (100 Mbps),Moerdijk,169349.4078,NLD,Moerdijk
